CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,pha
0.02855,0.02855,3.85,3.83,26.5,29.0,0
0.00613,0.00612,6.88,6.82,28.7,11.0,1
0.04533,0.04532,16.02,16.01,21.5,300.0,1
0.02848,0.02814,7.91,7.89,27.2,22.0,0
0.03606,0.03603,2.55,2.52,27.2,22.0,0
0.00603,0.00602,26.37,26.36,25.8,41.0,1
0.00386,0.00386,5.56,5.43,28.0,15.0,1
0.04046,0.04045,4.25,4.23,25.6,45.0,0
0.03219,0.03219,25.52,25.52,22.3,210.0,0
0.04817,0.04799,15.62,15.61,26.5,30.0,0
0.02188,0.02184,20.81,20.8,25.1,57.0,0
0.0129,0.0129,3.98,3.93,25.5,47.0,0
0.0245,0.02433,4.86,4.84,28.5,12.0,0
0.04385,0.04379,9.4,9.4,25.9,39.0,0
0.01189,0.01185,10.62,10.6,26.5,30.0,0
0.00532,0.00532,6.48,6.41,28.8,10.0,1
0.01877,0.01867,8.55,8.54,27.7,17.0,0
0.00479,0.00478,4.94,4.83,27.5,19.0,1
0.00936,0.00935,7.41,7.37,27.1,23.0,1
0.01438,0.0143,11.73,11.72,26.9,25.0,0
0.00141,0.0014,24.48,24.41,29.8,6.5,1
0.0431,0.04305,4.5,4.49,25.3,52.0,0
0.02063,0.02059,9.02,9.01,26.7,27.0,0
0.04292,0.04292,5.37,5.36,25.4,49.0,0
0.03064,0.03027,5.85,5.84,27.2,22.0,0
0.00878,0.00876,14.36,14.34,26.9,25.0,1
0.00553,0.00552,15.81,15.77,26.5,30.0,1
0.03111,0.03097,16.51,16.51,24.9,62.0,0
0.01257,0.01252,12.2,12.19,26.7,27.0,0
0.00052,0.00052,12.0,11.57,27.7,17.0,1
0.0078,0.00778,11.26,11.23,26.6,28.0,1
0.0157,0.01568,8.27,8.24,27.0,24.0,0
0.00507,0.00506,13.46,13.42,27.3,21.0,1
0.01755,0.01748,7.9,7.88,27.7,17.0,0
0.03557,0.03557,3.15,3.13,23.4,130.0,0
0.00083,0.00083,9.45,9.1,28.5,12.0,1
0.02146,0.02141,17.54,17.53,25.3,52.0,0
0.03348,0.0333,13.79,13.79,26.5,30.0,0
0.02496,0.0249,4.32,4.3,27.5,19.0,0
0.01725,0.01724,2.88,2.82,27.4,20.0,0
0.03157,0.03146,2.49,2.46,27.1,23.0,0
0.03247,0.02163,10.97,10.97,26.8,26.0,0
0.01707,0.01704,7.47,7.44,26.1,36.0,0
0.01748,0.01745,12.7,12.69,25.8,41.0,0
0.04937,0.04937,12.05,12.04,23.4,120.0,0
0.03228,0.02931,22.62,22.61,23.9,99.0,0
0.04141,0.03613,9.47,9.47,26.1,36.0,0
0.03737,0.03717,7.06,7.05,25.9,39.0,0
0.04036,0.04032,6.74,6.73,25.0,59.0,0
0.03712,0.0371,15.55,15.54,24.5,75.0,0
0.01579,0.01577,7.37,7.35,27.5,19.0,0
0.01899,0.01893,21.24,21.23,24.4,78.0,0
0.03158,0.03081,7.19,7.18,26.5,30.0,0
0.02146,0.02136,9.8,9.79,25.5,47.0,0
0.04181,0.0418,5.59,5.57,25.8,41.0,0
0.03366,0.03352,14.29,14.28,24.6,71.0,0
0.03224,0.00458,15.05,15.04,27.6,18.0,1
0.02652,0.02642,6.98,6.97,24.6,71.0,0
0.01237,0.01232,9.78,9.76,26.8,26.0,0
0.02313,0.02312,8.93,8.91,22.6,180.0,0
0.03458,0.03388,13.73,13.73,24.6,71.0,0
0.02026,0.02021,3.81,3.77,26.9,24.0,0
0.01973,0.01762,7.66,7.65,27.6,18.0,0
0.00645,0.00644,19.56,19.54,25.3,52.0,1
0.0001,9e-05,17.34,15.65,30.5,4.7,1
0.01485,0.01484,7.87,7.84,26.5,30.0,0
0.00212,0.00211,18.73,18.67,28.9,9.9,1
0.03341,0.03309,6.35,6.34,27.6,18.0,0
0.0289,0.0289,18.19,18.18,21.7,270.0,1
0.0459,0.0459,17.5,17.5,22.1,230.0,0
0.03616,0.0354,24.03,24.03,24.1,90.0,0
0.00799,0.00797,5.5,5.44,28.9,9.9,1
0.0036,0.00359,7.2,7.1,29.2,8.6,1
0.00134,0.00133,13.88,13.73,29.9,6.2,1
0.04235,0.04224,16.37,16.37,23.7,110.0,0
0.01021,0.01019,9.24,9.22,25.8,41.0,0
0.01202,0.01201,8.61,8.59,26.8,26.0,0
0.03524,0.03523,16.6,16.6,24.6,71.0,0
0.04833,0.03412,15.02,15.01,29.2,8.6,0
0.02265,0.02262,7.08,7.06,25.1,57.0,0
0.04191,0.0419,6.05,6.04,23.7,110.0,0
0.0308,0.03079,4.92,4.9,25.8,41.0,0
0.00264,0.00264,18.08,18.02,24.8,65.0,1
0.01147,0.01145,17.03,17.02,25.9,39.0,0
0.03642,0.03632,9.0,8.99,25.9,39.0,0
0.00476,0.00475,14.78,14.74,27.9,16.0,1
0.00135,0.00135,18.49,18.38,29.1,9.0,1
0.01519,0.01517,14.65,14.64,26.2,34.0,0
0.03353,0.03337,7.19,7.18,26.3,33.0,0
0.01616,0.0161,11.21,11.2,26.8,26.0,0
0.00154,0.00154,20.13,20.04,27.8,16.0,1
0.00293,0.00293,12.37,12.29,29.1,9.0,1
0.00468,0.00467,8.99,8.93,26.9,25.0,1
0.01053,0.01051,7.45,7.42,25.8,41.0,0
0.02765,0.02756,12.67,12.66,25.2,54.0,0
0.00103,0.00103,25.64,25.53,28.5,12.0,1
0.00357,0.00357,2.67,2.37,29.0,9.4,1
0.03505,0.03491,5.19,5.18,26.7,27.0,0
0.03754,0.02632,16.56,16.55,25.4,49.0,0
0.00216,0.00215,12.56,12.46,28.0,15.0,1
0.02802,0.02793,9.7,9.69,26.1,36.0,0
0.01388,0.01386,14.47,14.46,25.3,52.0,0
0.00593,0.00591,8.73,8.68,26.9,25.0,1
0.01748,0.01746,7.5,7.48,26.7,27.0,0
0.03894,0.03864,7.32,7.31,27.8,16.0,0
0.00021,0.00021,10.09,8.75,25.5,47.0,1
0.03985,0.03968,2.3,2.27,25.8,41.0,0
0.03582,0.03555,4.93,4.91,27.2,22.0,0
0.03515,0.03463,5.75,5.74,26.0,38.0,0
0.01649,0.01635,13.23,13.22,26.0,38.0,0
0.02492,0.02487,8.72,8.71,25.3,52.0,0
0.00723,0.00722,5.7,5.64,26.6,28.0,1
0.04795,0.04678,8.37,8.37,25.6,45.0,0
0.0414,0.04126,7.09,7.08,27.2,22.0,0
0.00112,0.00112,16.19,16.04,29.1,9.0,1
0.00053,0.00049,14.3,13.95,28.0,15.0,1
0.03121,0.03105,6.77,6.76,27.1,23.0,0
0.02757,0.02729,6.24,6.22,26.0,38.0,0
0.00355,0.00355,9.0,8.92,27.9,16.0,1
0.03966,0.03953,3.91,3.89,26.4,31.0,0
0.00789,0.00788,3.23,3.12,29.7,6.8,1
0.00367,0.00367,12.96,12.9,27.6,18.0,1
0.01378,0.01373,14.32,14.31,26.2,34.0,0
0.03329,0.03027,15.66,15.66,26.4,31.0,0
0.0172,0.01714,17.48,17.47,24.7,68.0,0
0.02966,0.02965,5.46,5.44,25.3,52.0,0
0.01476,0.0147,21.47,21.46,24.3,82.0,0
0.0176,0.01745,13.14,13.13,24.2,84.0,0
0.03194,0.03193,3.4,3.37,25.5,47.0,0
0.01167,0.01165,11.51,11.49,27.1,23.0,0
0.00681,0.0068,8.23,8.18,26.8,26.0,1
0.00913,0.0091,5.87,5.82,28.9,9.9,1
0.00402,0.00402,7.86,7.78,27.8,16.0,1
0.03259,0.03239,4.83,4.81,26.7,27.0,0
0.03858,0.03849,10.72,10.72,23.7,110.0,0
0.03552,0.03535,14.34,14.33,26.2,34.0,0
0.0026,0.00252,24.92,24.87,24.2,88.0,1
0.04569,0.04468,21.88,21.88,23.5,120.0,0
0.02737,0.02726,7.83,7.82,26.0,38.0,0
0.0423,0.04171,12.68,12.68,25.0,59.0,0
0.00252,0.00251,4.5,4.26,28.3,13.0,1
0.03584,0.03584,5.93,5.92,24.5,75.0,0
0.04726,0.04724,7.3,7.29,25.2,54.0,0
0.01945,0.01944,7.94,7.93,26.6,28.0,0
0.0213,0.02125,5.69,5.67,26.3,33.0,0
0.02885,0.02874,8.19,8.18,26.1,36.0,0
0.03323,0.03299,19.5,19.5,22.6,180.0,0
0.0216,0.0216,8.74,8.73,25.5,47.0,0
0.04441,0.04441,7.38,7.37,21.1,350.0,1
0.0012,0.00119,10.27,10.05,28.9,9.9,1
0.04437,0.04381,12.73,12.73,26.2,34.0,0
0.02791,0.02751,7.7,7.68,26.2,34.0,0
0.02059,0.02051,2.48,2.43,28.1,14.0,0
0.04155,0.04124,8.43,8.42,26.5,30.0,0
0.00788,0.00786,9.38,9.35,27.7,17.0,1
0.00424,0.00423,15.24,15.2,27.4,20.0,1
0.03784,0.03751,15.79,15.78,24.8,65.0,0
0.02849,0.02842,38.57,38.57,24.0,94.0,0
0.0018,0.0018,12.28,12.16,28.8,10.0,1
0.00608,0.00606,9.87,9.82,27.1,23.0,1
0.01896,0.01885,8.17,8.15,26.5,30.0,0
0.03607,0.03584,9.47,9.46,24.7,68.0,0
0.03333,0.03323,10.3,10.3,24.3,82.0,0
0.04916,0.04916,8.53,8.52,23.6,110.0,0
0.03112,0.03101,11.45,11.44,25.9,39.0,0
0.04475,0.04475,11.25,11.24,24.6,71.0,0
0.00133,0.00133,11.24,11.06,27.7,17.0,1
0.00499,0.00064,25.3,25.28,29.3,8.2,1
0.03131,0.03119,5.63,5.61,26.6,28.0,0
0.04666,0.04644,8.42,8.41,25.5,47.0,0
0.00317,0.00317,18.06,18.01,26.6,28.0,1
0.01112,0.01109,9.96,9.93,26.1,36.0,0
0.04519,0.04513,5.99,5.98,25.0,59.0,0
0.0259,0.02579,7.78,7.77,26.8,26.0,0
0.00038,0.00038,13.9,13.39,30.3,5.1,1
0.02238,0.02225,3.86,3.82,29.5,7.3,0
0.0021,0.0021,10.46,10.34,29.5,7.5,1
0.00551,0.00551,5.4,5.31,27.5,19.0,1
0.00356,0.00356,10.05,9.98,26.7,27.0,1
0.03852,0.03851,12.88,12.88,23.4,120.0,0
0.0022,0.0022,22.53,22.48,26.3,33.0,1
0.04054,0.04041,9.53,9.52,23.4,120.0,0
0.02519,0.02509,13.44,13.43,26.5,30.0,0
0.02017,0.02014,5.65,5.62,27.2,22.0,0
0.01185,0.01178,13.03,13.01,26.7,27.0,0
0.00222,0.00221,15.19,15.12,27.6,18.0,1
0.03256,0.0324,8.29,8.28,26.7,27.0,0
0.01343,0.01336,11.32,11.3,27.3,21.0,0
0.0114,0.01135,7.64,7.61,26.9,25.0,0
0.01455,0.01451,13.24,13.22,26.8,26.0,0
0.00465,0.00465,10.96,10.91,25.8,41.0,1
0.00691,0.0069,10.34,10.3,25.7,43.0,1
0.00808,0.00808,4.42,4.34,28.8,10.0,1
0.02717,0.0271,7.92,7.91,24.4,78.0,0
0.00338,0.00338,3.45,3.22,27.6,18.0,1
0.01985,0.01985,15.87,15.87,22.2,220.0,0
0.02326,0.02315,4.75,4.73,26.2,34.0,0
0.02457,0.0245,5.83,5.81,26.3,33.0,0
0.00775,0.00775,4.21,4.13,27.1,22.0,1
0.0172,0.01715,8.72,8.7,25.9,39.0,0
0.03526,0.03513,8.27,8.26,25.2,54.0,0
0.03441,0.03428,13.68,13.67,24.8,65.0,0
0.01337,0.01317,10.75,10.73,25.9,39.0,0
0.04288,0.04282,4.52,4.5,25.1,57.0,0
0.02503,0.02498,11.99,11.98,25.4,49.0,0
0.04463,0.04441,9.7,9.7,25.1,57.0,0
0.01269,0.01269,1.44,1.28,28.3,13.0,0
0.03245,0.03235,9.23,9.22,25.1,57.0,0
0.01503,0.015,13.28,13.27,26.0,38.0,0
0.00395,0.00394,19.77,19.74,25.9,39.0,1
0.03578,0.03568,3.52,3.5,27.2,22.0,0
0.03896,0.03885,8.18,8.18,24.5,75.0,0
0.04042,0.04026,3.57,3.55,27.1,23.0,0
0.0405,0.04018,9.52,9.51,25.0,59.0,0
0.01136,0.01131,11.57,11.55,26.8,26.0,0
0.04108,0.03785,6.16,6.15,26.0,38.0,0
0.02268,0.02256,8.36,8.34,26.5,30.0,0
0.01188,0.01185,6.24,6.21,26.1,36.0,0
0.026,0.02589,8.44,8.42,26.2,34.0,0
0.02198,0.02192,8.9,8.89,24.9,62.0,0
0.01667,0.01662,12.35,12.34,26.2,34.0,0
0.01139,0.01135,6.33,6.29,25.8,41.0,0
0.02022,0.01992,8.71,8.69,26.7,27.0,0
0.03518,0.03518,13.66,13.66,21.9,240.0,1
0.03625,0.03576,9.88,9.87,25.7,43.0,0
0.03997,0.03997,4.99,4.98,24.8,66.0,0
0.0054,0.0054,4.78,4.67,25.7,43.0,1
0.01724,0.01716,6.95,6.92,26.9,25.0,0
0.00741,0.0074,7.4,7.36,27.6,18.0,1
0.04598,0.04598,16.27,16.27,20.4,500.0,1
0.00753,0.00741,13.87,13.85,27.0,24.0,1
0.04061,0.03345,4.82,4.81,27.9,16.0,0
0.04055,0.0405,2.69,2.66,26.5,30.0,0
0.01679,0.01672,7.3,7.28,26.9,25.0,0
0.03665,0.0366,5.15,5.14,30.9,3.9,0
0.01416,0.01404,18.8,18.79,26.1,36.0,0
0.00329,0.00294,19.79,19.75,29.1,9.1,1
0.00739,0.00738,6.42,6.36,27.1,23.0,1
0.03913,0.03913,14.09,14.09,22.5,190.0,0
0.04932,0.0493,5.01,5.0,25.6,45.0,0
0.02331,0.01885,9.58,9.57,24.6,71.0,0
0.01195,0.01195,7.59,7.56,24.8,65.0,0
0.04307,0.04286,6.02,6.01,26.0,38.0,0
0.00648,0.00648,11.23,11.19,26.3,33.0,1
0.02287,0.02287,5.96,5.94,25.4,49.0,0
0.00564,0.00564,6.89,6.82,27.8,16.0,1
0.00782,0.0078,7.83,7.78,27.0,24.0,1
0.04577,0.04577,16.22,16.22,20.3,530.0,1
0.03596,0.0358,4.19,4.17,28.0,15.0,0
0.01005,0.01002,6.02,5.98,25.4,49.0,0
0.01052,0.01051,5.78,5.74,27.1,23.0,0
0.03174,0.03174,11.67,11.66,22.6,180.0,0
0.03373,0.03373,9.65,9.64,20.4,490.0,1
0.03859,0.02053,11.03,11.03,29.2,8.6,0
0.00136,0.00135,16.08,15.95,30.7,4.3,1
0.04452,0.04382,9.05,9.05,21.8,260.0,1
0.02243,0.02239,17.9,17.9,25.0,59.0,0
0.01599,0.01591,8.12,8.1,27.7,17.0,0
0.03101,0.03096,11.59,11.59,23.1,140.0,0
0.04122,0.04097,9.05,9.04,26.6,28.0,0
0.03677,0.03663,10.48,10.47,24.6,71.0,0
0.01258,0.01252,14.63,14.62,25.4,49.0,0
0.00404,0.00403,10.07,10.0,28.1,14.0,1
0.00857,0.007,7.19,7.15,26.2,34.0,1
0.02424,0.02417,8.52,8.51,26.3,33.0,0
0.01626,0.01626,7.32,7.29,26.2,34.0,0
0.03436,0.03383,18.16,18.16,22.6,180.0,0
0.00418,0.00418,14.86,14.82,24.6,71.0,1
0.03483,0.03455,6.54,6.53,26.1,36.0,0
0.00875,0.00874,8.01,7.98,23.0,150.0,1
0.02182,0.02181,7.56,7.55,24.6,71.0,0
0.03712,0.03557,12.88,12.87,23.3,130.0,0
0.02123,0.0042,7.23,7.22,27.9,16.0,1
0.03297,0.03281,13.12,13.12,24.3,82.0,0
0.01835,0.01027,5.67,5.64,27.9,15.0,0
0.01583,0.01583,6.46,6.44,22.0,240.0,1
0.04693,0.0469,9.33,9.33,23.7,110.0,0
0.03448,0.03415,6.09,6.08,28.4,12.0,0
0.00561,0.0056,7.31,7.25,26.5,30.0,1
0.01813,0.01793,20.55,20.54,24.8,65.0,0
0.03112,0.03095,5.95,5.94,26.3,33.0,0
0.02414,0.02395,15.44,15.43,25.1,57.0,0
0.04154,0.04134,11.93,11.93,25.4,49.0,0
0.03547,0.03526,9.26,9.25,25.3,52.0,0
0.01169,0.01166,4.06,4.01,27.0,24.0,0
0.04153,0.04149,10.18,10.17,25.4,50.0,0
0.00927,0.00927,10.36,10.33,23.1,140.0,1
0.00479,0.00478,8.65,8.58,25.6,45.0,1
0.031,0.031,9.24,9.23,24.7,68.0,0
0.00235,0.00233,11.49,11.39,27.4,20.0,1
0.02539,0.02529,12.89,12.88,25.4,49.0,0
0.04975,0.04967,5.63,5.62,25.1,57.0,0
0.00756,0.00756,6.13,6.08,25.3,52.0,1
0.04037,0.04015,6.03,6.02,25.5,47.0,0
0.00097,0.00097,7.48,7.1,29.0,9.4,1
0.04216,0.04212,7.49,7.49,24.9,62.0,0
0.02143,0.02143,6.16,6.14,25.4,49.0,0
0.01512,0.01507,12.31,12.3,26.4,31.0,0
0.00304,0.00303,12.2,12.13,27.1,23.0,1
0.00048,0.00048,15.92,15.56,29.3,8.2,1
0.00466,0.00466,6.94,6.85,28.5,12.0,1
0.01477,0.01474,9.01,8.99,25.8,41.0,0
0.02177,0.01934,5.21,5.19,27.0,24.0,0
0.00377,0.00377,5.03,4.88,27.5,19.0,1
0.01908,0.01905,4.68,4.65,26.9,25.0,0
0.02501,0.02487,1.64,1.57,27.2,22.0,0
0.0164,0.0163,9.06,9.04,25.2,54.0,0
0.00632,0.00474,4.33,4.23,29.7,6.8,1
0.03884,0.03866,17.38,17.37,22.4,200.0,0
0.00827,0.00824,19.97,19.96,26.0,38.0,1
0.03426,0.03426,10.03,10.02,22.8,160.0,0
0.00668,0.00667,8.87,8.82,27.5,19.0,1
0.0442,0.04395,10.89,10.88,25.3,52.0,0
0.03186,0.03186,4.69,4.67,24.3,82.0,0
0.04537,0.04537,14.05,14.05,24.0,94.0,0
0.04786,0.04083,10.55,10.54,24.9,61.0,0
0.00323,0.00323,7.49,7.38,26.9,25.0,1
0.00845,0.00841,14.64,14.62,27.3,21.0,1
0.0049,0.0049,12.13,12.09,25.7,43.0,1
0.00927,0.00927,4.29,4.22,27.6,18.0,1
0.01618,0.01616,3.2,3.15,27.5,19.0,0
0.02178,0.02165,10.62,10.61,24.7,68.0,0
0.00191,0.0019,7.0,6.79,28.4,12.0,1
0.01706,0.017,7.72,7.7,24.8,65.0,0
0.01883,0.01854,17.57,17.56,24.3,82.0,0
0.01108,0.01108,7.94,7.91,26.7,27.0,0
0.02679,0.02679,5.08,5.06,25.3,52.0,0
0.00177,0.00177,7.12,6.9,29.0,9.4,1
0.03819,0.03819,4.47,4.46,25.5,47.0,0
0.0231,0.0231,9.06,9.05,23.1,140.0,0
0.01871,0.01867,4.45,4.42,25.4,49.0,0
0.02951,0.02945,7.07,7.05,25.1,57.0,0
0.01644,0.01621,13.48,13.46,24.0,94.0,0
0.02921,0.0288,9.64,9.63,25.9,39.0,0
0.01248,0.01248,13.58,13.57,25.2,54.0,0
0.03517,0.03459,12.26,12.25,24.9,62.0,0
0.04597,0.04593,5.42,5.4,23.7,110.0,0
0.01158,0.01151,17.61,17.6,25.4,49.0,0
0.044,0.04399,8.78,8.77,23.2,140.0,0
0.04903,0.02048,8.79,8.79,25.6,45.0,0
0.02234,0.02229,5.02,4.99,25.4,49.0,0
0.04761,0.04696,6.93,6.92,25.0,59.0,0
0.02311,0.0224,9.74,9.73,26.6,28.0,0
0.02968,0.02942,10.38,10.37,25.1,57.0,0
0.0263,0.02549,5.7,5.68,26.7,27.0,0
0.04789,0.04698,9.35,9.35,26.0,38.0,0
0.03534,0.03511,7.03,7.02,25.1,57.0,0
0.01704,0.0167,18.23,18.22,23.5,120.0,0
0.01586,0.01585,10.02,10.01,25.5,47.0,0
0.03809,0.01212,4.53,4.51,26.3,33.0,0
0.04371,0.03228,25.04,25.04,24.1,90.0,0
0.03882,0.03219,1.78,1.74,29.9,6.1,0
0.03334,0.0333,9.52,9.51,23.9,99.0,0
0.01456,0.01343,3.53,3.48,26.0,38.0,0
0.0255,0.02541,10.9,10.89,23.6,110.0,0
0.0252,0.02516,12.74,12.73,26.0,38.0,0
0.02323,0.02313,12.47,12.46,24.6,71.0,0
0.01036,0.00698,5.8,5.75,27.8,17.0,1
0.01864,0.01856,12.33,12.31,23.3,130.0,0
0.01952,0.01922,9.84,9.82,27.0,24.0,0
0.01574,0.0157,14.13,14.12,26.1,36.0,0
0.04967,0.03805,19.01,19.0,28.2,13.0,0
0.00835,0.0,3.9,3.82,29.6,7.2,1
0.02758,0.02753,4.33,4.31,26.7,27.0,0
0.03541,0.03508,11.62,11.62,25.4,49.0,0
0.04489,0.04463,7.17,7.16,26.1,36.0,0
0.00058,0.00058,10.27,9.81,25.1,57.0,1
0.03721,0.03715,9.2,9.19,24.4,78.0,0
0.0398,0.03967,9.2,9.19,25.1,57.0,0
0.03185,0.03184,22.26,22.26,25.9,39.0,0
0.03161,0.03138,8.2,8.19,26.5,30.0,0
0.03996,0.03989,6.6,6.59,25.3,52.0,0
0.03692,0.03663,7.2,7.19,25.2,54.0,0
0.00886,0.00883,22.64,22.63,25.8,41.0,1
0.04927,0.04897,8.64,8.63,25.3,52.0,0
0.0161,0.01604,6.35,6.32,27.6,18.0,0
0.02158,0.02152,19.35,19.34,24.5,75.0,0
0.02831,0.02826,8.87,8.86,24.5,75.0,0
0.00086,0.00086,7.22,6.78,28.0,15.0,1
0.03787,0.03768,5.15,5.14,25.0,59.0,0
0.00127,0.00127,7.11,6.81,29.2,8.6,1
0.01051,0.01049,10.22,10.19,27.6,18.0,0
0.01978,0.0197,7.5,7.49,27.0,24.0,0
0.0302,0.02976,12.2,12.19,25.6,45.0,0
0.00477,0.00475,10.65,10.6,28.6,11.0,1
0.02211,0.02199,8.53,8.52,26.6,28.0,0
0.04815,0.04806,6.7,6.69,24.6,71.0,0
0.04838,0.04838,18.06,18.06,20.7,430.0,1
0.0413,0.0413,9.58,9.57,24.8,65.0,0
0.04753,0.04516,11.04,11.03,24.0,94.0,0
0.02253,0.02243,14.81,14.8,25.5,47.0,0
0.04063,0.04033,14.47,14.46,23.1,140.0,0
0.03389,0.03349,15.19,15.18,24.3,82.0,0
0.00659,0.00659,1.44,1.12,27.7,17.0,1
0.00027,0.00027,8.13,6.81,28.3,13.0,1
0.00346,0.00344,14.67,14.62,27.7,17.0,1
0.0059,0.00589,16.02,15.99,26.5,30.0,1
0.04136,0.04113,22.15,22.15,23.9,99.0,0
0.00647,0.00645,3.22,3.09,28.2,14.0,1
0.04002,0.03986,14.83,14.82,24.5,75.0,0
0.02233,0.02227,7.72,7.7,26.6,29.0,0
0.04853,0.04832,11.35,11.35,25.0,59.0,0
0.00931,0.00929,11.15,11.12,25.4,50.0,1
0.02046,0.02028,17.38,17.38,24.4,78.0,0
0.03833,0.03833,2.16,2.13,26.2,34.0,0
0.00341,0.00339,8.59,8.49,24.7,68.0,1
0.01559,0.01547,14.11,14.09,23.5,120.0,0
0.00305,0.00305,4.85,4.67,28.3,13.0,1
0.01173,0.01156,8.52,8.49,25.4,49.0,0
0.0063,0.00629,15.65,15.62,27.2,22.0,1
0.00016,0.00015,11.72,10.19,31.0,3.7,1
0.03075,0.03047,9.86,9.85,25.6,45.0,0
0.01457,0.01457,8.18,8.16,24.5,75.0,0
0.03702,0.03663,23.3,23.3,23.3,130.0,0
0.01541,0.01537,6.78,6.75,27.5,19.0,0
0.04026,0.03986,17.62,17.62,24.4,78.0,0
0.03218,0.03204,8.19,8.18,25.2,54.0,0
0.00928,0.00923,13.74,13.72,25.1,57.0,1
0.0313,0.03128,3.76,3.74,25.8,41.0,0
0.01407,0.01406,13.98,13.97,25.3,52.0,0
0.00654,0.00652,8.96,8.91,27.9,16.0,1
0.01603,0.01595,5.8,5.77,26.2,34.0,0
0.02781,0.02756,4.92,4.9,24.7,68.0,0
0.001,0.001,13.7,13.51,29.0,9.4,1
0.00854,0.0085,15.47,15.45,26.8,26.0,1
0.04904,0.04904,12.95,12.95,24.2,86.0,0
0.01242,0.01235,10.99,10.97,26.5,30.0,0
0.0144,0.01434,7.55,7.53,25.4,49.0,0
0.03402,0.03326,9.26,9.26,25.4,49.0,0
0.0391,0.0389,8.18,8.17,25.3,52.0,0
0.01064,0.0106,8.65,8.62,27.2,22.0,0
0.00434,0.00434,12.18,12.13,24.6,71.0,1
0.00235,0.00234,12.87,12.78,27.6,18.0,1
0.01732,0.0171,8.68,8.66,26.3,33.0,0
0.00205,0.00205,5.47,5.23,28.2,14.0,1
0.04571,0.03788,10.1,10.09,30.4,5.1,0
0.00793,0.00792,5.35,5.28,27.6,18.0,1
0.0467,0.04656,15.33,15.32,23.5,120.0,0
0.00258,0.00257,10.33,10.23,28.3,13.0,1
0.04822,0.04789,9.35,9.34,24.3,82.0,0
0.02443,0.02431,5.42,5.4,27.3,21.0,0
0.0056,0.0056,2.82,2.64,28.6,11.0,1
0.04583,0.04541,14.47,14.47,24.8,65.0,0
0.04599,0.04592,9.2,9.19,24.4,77.0,0
0.02563,0.02563,5.11,5.09,24.3,82.0,0
0.01638,0.01634,12.47,12.46,23.4,120.0,0
0.00602,0.00601,15.79,15.76,26.6,28.0,1
0.01118,0.01117,11.91,11.89,26.0,38.0,0
0.00344,0.00344,5.48,5.34,28.5,12.0,1
0.01858,0.01838,10.77,10.76,25.9,39.0,0
0.00612,0.00609,24.13,24.11,25.4,49.0,1
0.00879,0.00878,4.6,4.53,27.5,19.0,1
0.01573,0.01569,10.88,10.87,26.3,33.0,0
0.01634,0.01634,8.98,8.97,23.3,130.0,0
0.04465,0.04465,6.08,6.07,23.9,99.0,0
0.00151,0.00151,13.81,13.69,28.1,14.0,1
0.02455,0.02443,10.43,10.42,26.3,33.0,0
0.00591,0.0059,31.99,31.98,26.3,33.0,1
0.00644,0.00638,8.8,8.76,27.2,22.0,1
0.03212,0.03209,9.72,9.71,26.3,33.0,0
0.00854,0.00853,15.33,15.31,26.4,31.0,1
0.04485,0.04477,5.57,5.56,24.9,62.0,0
0.02952,0.02946,11.58,11.57,25.7,43.0,0
0.00777,0.00776,9.06,9.02,26.3,33.0,1
0.00086,0.00086,7.8,7.39,29.4,7.8,1
0.02336,0.022,5.1,5.08,25.8,41.0,0
0.01204,0.012,17.98,17.97,27.2,22.0,0
0.01785,0.01779,6.93,6.9,26.5,30.0,0
0.03092,0.03073,9.29,9.28,25.9,39.0,0
0.00314,0.00313,16.1,16.05,25.3,52.0,1
0.03319,0.03311,10.12,10.11,24.0,94.0,0
0.02268,0.01421,3.66,3.63,28.7,11.0,0
0.03896,0.03896,8.72,8.71,21.1,360.0,1
0.00568,0.00567,14.69,14.66,26.6,28.0,1
0.01742,0.01731,20.29,20.28,26.3,33.0,0
0.01893,0.01892,8.21,8.19,26.4,31.0,0
0.0097,0.0097,5.71,5.67,26.2,34.0,1
0.02505,0.02495,12.34,12.33,25.7,43.0,0
0.02076,0.02069,14.69,14.68,25.4,49.0,0
0.01338,0.01331,15.03,15.02,25.7,43.0,0
0.00145,0.00144,8.99,8.79,29.7,7.0,1
0.01855,0.01841,10.2,10.19,25.9,39.0,0
0.01282,0.01278,7.77,7.74,27.1,23.0,0
0.0005,0.0005,16.93,16.62,27.8,16.0,1
0.0109,0.0108,13.81,13.8,25.2,54.0,0
0.01417,0.0141,11.13,11.11,27.4,20.0,0
0.01458,0.01455,7.28,7.26,26.3,32.0,0
0.00212,0.00211,13.12,13.02,29.1,9.0,1
0.00317,0.00316,8.8,8.71,27.2,22.0,1
0.00599,0.00597,9.8,9.76,27.3,21.0,1
0.03757,0.03726,21.03,21.03,24.8,66.0,0
0.01512,0.01507,10.68,10.66,24.3,82.0,0
0.02298,0.02291,9.05,9.04,24.4,78.0,0
0.00549,0.00547,18.38,18.35,27.0,24.0,1
0.03691,0.03691,12.71,12.71,26.0,38.0,0
0.0415,0.04146,7.28,7.28,24.4,78.0,0
0.01881,0.01881,12.38,12.37,24.8,65.0,0
0.00048,0.00048,22.36,22.12,26.6,28.0,1
